trail,badlands,beach,boardwalk,botanical_garden,bridge,canal/natural,cemetery,cliff,coast,creek,dam,desert/sand,desert_road,driveway,farm,field,field_road,forest,forest_path,golf_course,highway,hot_spring,islet,japanese_garden,lagoon,lake/natural,lawn,marsh,mountain,mountain_path,ocean,orchard,picnic_area,pond,river,sky,swamp,swimming_hole,trench,valley,vineyard,waterfall,watering_hole,young_forest,elevation,length,cluster
Giant Ledge and Panther Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153566224,0,0,0,0,0,0,0,0,0,0,0.163093867,0.156464085,0,0,0,0,0,0,0,0,0,0.201037392,0,0,0,0,0.029099402,0.014858491,0
Giant Ledge from Woodland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019273415,0,0,0,0,0,0,0,0,0,0,0,0,0.115657483,0.247346506,0,0,0,0,0,0,0,0,0,0.445636935,0,0,0,0,0.033770583,0.016037736,0
Giant Mountain Peak via Ridge Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259206755,0,0,0,0,0,0,0,0,0,0,0.348813975,0,0,0,0,0.043950233,0.014150943,0
Giant Mountain and Rocky Peak Ridge Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032879364,0,0,0,0,0,0,0,0,0,0,0,0,0.204938027,0.273413298,0,0,0,0,0,0,0,0,0,0.50556146,0,0,0,0,0.134744481,0.043396226,0
Giant's Nubble via the Ridge Trail,0,0,0,0,0,0,0,0,0,0.035552133,0,0,0,0,0,0,0,0.099304104,0,0,0,0,0,0,0,0,0,0,0.260868453,0.291327501,0,0,0,0,0,0,0,0,0,0.383160831,0,0,0,0,0.01701015,0.006132075,0
Gideon Putnam Trail,0,0,0,0,0,0.033758874,0,0,0,0.216723511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012046811,0,0,0,0,0,0,0.154953768,0,0.139127147,0,0,0,0,0,0,0,0.002409037,0.01509434,2
Glacier 8 Trail,0.017969767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038673299,0,0.613312127,0.107475124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177472369,0,0,0,0,0,0,0,0,0.003554798,0.020283019,4
Glacier Ridge Preserve Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41617461,0.533878986,0,0,0,0,0,0,0,0,0,0,0.040603875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011560439,0.024056604,4
Gleasmans Falls Trail,0,0,0,0,0,0,0,0,0,0.49845705,0,0,0,0,0,0,0,0.090049195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11667544,0,0,0.05123699,0,0,0,0,0.015057758,0,0.006492648,0.015566038,1
Glen Creek Gorge Trail,0,0,0,0,0,0,0,0,0,0.447187834,0,0,0,0,0,0,0,0.039306292,0,0,0,0,0,0,0,0,0,0,0.193939827,0,0,0,0,0,0,0,0,0,0,0,0,0.577151016,0,0,0.007359314,0.00495283,1
Glen Falls Trail Loop,0,0,0,0,0,0,0,0,0,0.181463784,0,0,0,0,0,0,0,0,0,0,0,0.257557795,0,0,0,0,0,0,0,0,0,0,0,0,0.14221934,0,0,0.054355221,0,0,0,0,0,0,0.000470056,0.003301887,2
Glenmere Lake,0,0,0,0,0,0,0,0,0.058192028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025753865,0,0.026534416,0,0,0,0,0,0,0.036244523,0,0,0,0,0.022714965,0,0,0,0,0.003216946,0.008018868,2
Glens Falls Feeder Canal Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151160631,0,0.094308122,0,0,0,0,0,0.20555094,0,0,0.150519726,0,0,0,0,0,0,0,0.005346887,0.034433962,3
Glimmerglass Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029890644,0,0,0,0,0,0,0,0.195617466,0,0,0,0,0,0,0.35588319,0.213380064,0.18156869,0,0,0,0,0,0,0,0,0,0.002203387,0.006132075,3
Good Luck Mountain and Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086247877,0,0,0,0,0,0,0,0,0,0,0,0.091863476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013484731,0.008254717,2
Goodman Mountain Trail,0.061891532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026960974,0,0.112680548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107606604,0,0,0,0.125403271,0,0,0,0,0.008372872,0.007075472,2
Goodnow Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01701728,0,0,0,0,0,0.015050235,0,0,0,0,0,0.251917167,0.009739992,0,0,0,0.015746875,0.008962264,2
Goose Pond Mountain MTB Trail,0,0,0,0,0,0,0,0,0,0.051501224,0,0,0,0,0,0,0,0,0.20361483,0,0,0.040866849,0,0,0,0,0,0,0,0,0,0,0,0,0.012226344,0,0,0,0,0,0,0,0,0,0.005493779,0.010141509,2
Goose Pond Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169502911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048005871,0,0,0,0.052375123,0.00722711,0.0125,2
Goose Pond Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103987076,0,0.284099797,0.180119132,0,0.012574824,0,0,0,0,0,0,0.173005939,0,0,0,0,0,0,0,0,0,0.004377396,0.008018868,3
Gore Mountain via Schaefer Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028249307,0.09708957,0,0.060266309,0,0,0,0,0,0,0,0,0,0,0.044356578,0,0,0,0,0,0,0,0,0,0.087228508,0,0,0,0,0.038250804,0.021933962,2
Gorge Trail Loop,0,0,0,0,0,0,0,0,0,0.423080982,0,0,0,0,0,0,0,0,0,0,0,0.256406202,0,0,0,0,0,0,0.156881757,0,0,0,0,0,0,0,0,0,0,0,0,0.447141649,0,0,0.004818074,0.003537736,1
Gorge Trail and Indian Trail Loop,0,0,0,0,0,0,0,0,0,0.375822321,0,0,0,0,0,0,0,0.070188397,0,0,0,0,0,0,0,0,0,0,0.180674636,0,0,0,0,0,0,0,0,0,0,0,0,0.431322307,0,0,0.008431629,0.005660377,1
Gorge Trail and Lovers Lane Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01140096,0,0.005779278,0,0,0,0,0,0,0,0,0,0,0.013314585,0,0,0,0,0,0,0,0,0,0.016743332,0,0,0,0,0.002981918,0.001650943,2
Gorge and South Rim Loop,0,0,0,0,0,0,0,0,0,0.372377822,0,0,0,0,0,0,0,0.052534925,0,0,0,0,0,0,0,0,0,0,0.027602139,0,0,0,0,0,0,0,0,0,0,0,0,0.135339621,0,0,0.00606666,0.005896226,1
Gothics via Pyramid Peak,0,0,0,0,0,0,0,0.019889466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253184386,0.199653082,0,0,0,0,0,0,0,0,0,0.250676318,0,0,0,0,0.055128751,0.030896226,0
Grafton Lakes and Dunham Reservoir,0,0.108808234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528181893,0,0.189345132,0,0,0,0,0,0,0.404451045,0.163206501,0,0,0,0,0,0,0,0,0.000132203,0.000943396,3
Graham Hills Blue Trail,0,0,0.042485542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202560162,0.375375469,0,0,0,0,0,0,0,0,0,0,0.07379886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007799991,0.008490566,4
Grant Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253981843,0,0.02341779,0,0,0,0,0,0.15256566,0.189161425,0,0.090389962,0,0,0,0,0,0,0,0.022973985,0.019103774,3
Grass River Wild Forest Loop,0,0,0,0,0,0.018541063,0,0,0,0.291039748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034252847,0,0.025949608,0,0,0,0,0,0,0.294253275,0,0,0,0,0,0,0,0,0,0.003070053,0.006367925,3
Great Bear Recreational Area Loop Trail,0,0,0,0,0,0,0,0,0,0.081221393,0,0,0,0,0,0,0,0.304029114,0,0,0,0,0,0,0,0,0,0.007477256,0,0,0,0,0,0.059458745,0,0,0.242808466,0,0,0,0,0,0,0,0.002262144,0.005660377,4
Great Camp Santanoni to Newcomb Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071295134,0,0.036425387,0.153060019,0,0,0,0,0,0,0,0,0.160014287,0,0,0,0,0.022391739,0,0,0,0,0.010253096,0.021226415,3
Great Dune Trails Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018744489,0.100340093,0.292092395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235650703,0.003070053,0.0125,2
Great Flats Nature Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147712778,0.202501621,0,0,0,0,0,0,0,0,0,0,0.021825882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102463936,0.000235028,0.004245283,2
Great Gully Falls Trail,0,0,0,0,0,0,0,0,0,0.342735505,0,0,0,0,0,0,0,0.151723603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042676243,0.117622276,0,0.039033136,0,0,0,0,0,0,0,0.00274689,0.003773585,1
Great Range Loop Trail,0.033330705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307460934,0.445700785,0,0,0,0,0,0,0,0,0,0.329446893,0,0,0,0,0.08018861,0.038915094,0
Great Range Traverse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.45417859,0,0,0,0,0,0,0,0,0,0.466072618,0,0,0,0,0.134215668,0.045518868,0
Great Swamp Conservancy Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301567763,0,0,0.110512045,0,0,0,0,0,0,0,0,0,0,0,0,0.242236729,0,0,0,0,0,0,0,0,0,0,0,0.048786141,0.000661016,0.007075472,2
Great Valley Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034059214,0.375773175,0,0.05056733,0,0,0,0,0,0,0,0,0,0,0.059484631,0,0.155807399,0,0,0,0,0,0,0,0,0,0,0,0,0.00312881,0.005660377,2
Greece Canal Park Trail,0,0,0.001203017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692111546,0.178721506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038192,0.003773585,4
Green Lake to Round Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920039063,0.275477815,0,0,0,0,0,0,0,0.115815896,0.370312873,0,0,0,0,0.0182284,0,0,0,0,0.003466663,0.010849057,3
Green Lakes Double Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642982216,0.088720898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47723392,0,0,0,0,0,0,0,0,0.356315687,0,0,0.114516586,0.006154795,0.010849057,2
Green Lakes Perimeter Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04073597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068670774,0,0,0,0.042352058,0,0,0,0,0.014836141,0.022877358,2
Greenport Conservation Yellow  Red  Blue and Green Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394487965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215973017,0,0,0,0,0.002790957,0.006132075,2
Greenwood Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672796045,0,0,0,0,0.248964998,0,0,0,0,0,0,0,0,0,0,0,0,0.122204946,0.188608013,0,0,0,0,0,0,0,0,0,0,0,0.008035019,0.010849057,2
Griffs Sculpture Park Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207291007,0,0,0,0.509334288,0,0,0,0,0,0,1,0,0,0,0,0,0.012573614,0,0,0,0,0,0,0,0,0,0,0,0.005346887,0.005660377,2
Gull Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350427716,0,0.291190686,0,0,0,0,0,0,0.445104865,0,0.302857605,0.082249331,0,0,0,0,0,0,0.001674574,0.002358491,3
Gull Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170649751,0.019566057,0,0,0,0,0,0,0,0,0,0,0,0,0.028389852,0,0,0,0,0.069766033,0,0,0,0,0,0,0.258228316,0.000763841,0.002358491,2
Hackensack Mountain Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007215393,0,0.158130271,0,0,0,0,0,0,0,0,0,0,0.154684237,0,0,0,0,0,0,0,0,0,0.227934835,0,0,0,0.067040999,0.010355921,0.006367925,0
Halcott Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062980341,0,0.454583975,0.126011736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158890527,0,0,0,0,0,0,0.023345166,0.026058728,0.008254717,4
Halfway Mountain,0,0,0,0,0,0,0,0,0,0.179350123,0,0,0,0,0,0,0,0.16437068,0.107000684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023046171,0,0,0.041093579,0,0,0,0,0,0,0,0.013675691,0.009669811,2
Hamilton Point and Castle Point Loop,0.257139423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013749211,0,0.016679853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092348207,0.017392071,0.019575472,2
Hammond Hill Trail,0,0,0,0,0,0,0,0,0,0.017560384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017107702,0,0.055816527,0,0,0,0,0,0.162177717,0.065373644,0,0,0,0,0,0,0,0,0,0.004906209,0.005660377,2
Hand Hollow Conservation Area Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072286496,0,0.050845429,0,0,0,0,0,0.144328342,0.167348203,0,0.101348406,0,0,0,0,0,0,0,0.004818074,0.008254717,3
Hardscrabble Wilderness Area Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349885845,0.188619797,0,0,0,0,0,0,0,0,0,0,0.322331878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006742365,0.008254717,4
Harlem Valley Rail Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601476542,0.007673028,1,0,0.105551158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003275703,0.024056604,4
Harriman Park and Pine Meadow Lake Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009590066,0.063756916,0,0,0,0,0,0,0,0,0,0.089782587,0,0,0,0.086780351,0.029393187,0.025707547,2
Harriman State Park Lake Trail,0,0,0,0,0,0,0,0,0,0.117215297,0,0,0,0,0,0,0,0,0,0,0,0.03391094,0,0,0,0,0,0,0,0,0,0,0,0.035794533,0.069584227,0,0,0,0,0,0,0,0,0,0.043465488,0.038915094,2
Hart's Brook Park Reserve,0,0,0,0.123228956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24490061,0,0,0,0,0,0.140121884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177057608,0.002012427,0.004716981,2
Harvey Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041439488,0,0.417303989,0.170547419,0,0,0,0,0,0,0,0,0,0,0.005030776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011986427,0.008018868,4
Hayes Nature Park Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692131009,0,0,0.070178932,0,0.548993394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015827983,0.000572881,0.003301887,2
Haystack Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008975981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219742351,0,0,0,0,0,0,0,0,0,0.707004141,0,0,0,0,0.025397711,0.016981132,0
Haystack and McKenzie Mountain Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082766323,0,0,0,0,0,0,0,0,0,0,0.196227879,0.118437385,0,0,0,0,0,0,0,0,0,0.303987066,0,0,0,0,0.048518589,0.028066038,0
Heart Lake and Rocky Falls via Indian Pass Trail,0,0,0,0,0,0,0,0,0,0.643832818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397093724,0,0,0,0,0,0,0,0,0,0.064063297,0.156418797,0,0,0,0,0,0,0,0,0,0.006213552,0.013207547,1
Heckscher State Park Campground,0,0,0,0,0,0,0.039903478,0,0,0,0,0,0,0,0,0,0,0,0,0.064684495,0,0,0,0,0,0,0,0,0,0,0,0,0.049559492,0,0,0,0,0,0,0,0,0,0,0.240426932,8.81E-05,0.003537736,2
Hemlock Lake,0,0.13826981,0,0,0,0,0,0,0.209217814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39516557,0,0,0.092317511,0,0,0,0,0,0,0.214571328,0,0,0,0,0,0,0,0,0,0.003466663,0.013915094,3
Hempstead Lake State Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104356212,0,0,0,0,0,0,0,0.197310116,0,0.123597476,0,0,0,0,0,0,0,0,0.240408798,0,0,0,0,0,0,0,0.001057626,0.007311321,3
Henry's Woods Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036515023,0,0,0,0,0,0,0,0,0,0,0,0.004950277,0.005424528,2
Heron Marsh Trail Loop,0,0,0.136106069,0,0,0,0,0,0,0.0744326,0,0,0,0,0,0,0,0,0.108536576,0,0,0,0,0,0,0,0,0.074972957,0,0,0,0,0,0,0,0,0.090587191,0,0,0,0,0,0,0,0.002115252,0.006603774,2
Hessian Lake Loop,0,0,0,0,0,0,0,0,0,0,0,0,0.094172732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.029891081,0,0,0,0,0,0,0,0,0,0,0.206384261,0,0,0,0,0.000763841,0.003301887,2
High Falls  Denton Falls and Mullet Falls,0,0,0,0,0,0,0,0,0,0.468869359,0,0,0,0,0,0,0,0,0,0,0,0.092021781,0,0,0,0,0,0,0.020293515,0,0,0,0,0,0,0,0,0,0,0,0,0.242130494,0,0,0.024428221,0.019811321,1
High Falls Cat Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110305583,0,0.08237963,0.199958106,0,0,0,0,0,0,0,0,0.169451561,0.020596434,0,0,0,0,0,0,0,0,0.019125402,0.045283019,3
High Falls Conservation Area Loop,0,0,0,0,0,0,0,0,0,0.265540119,0,0,0,0,0,0,0,0.095781589,0,0,0,0,0,0,0,0,0,0,0.066625779,0,0,0,0,0,0.070272461,0,0,0,0,0,0,0.434977886,0,0,0.003216946,0.003066038,1
High Falls Gorge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028954923,0,0,0,0,0,0,0,0,0,0,0,0,0.010751511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002453105,0.002358491,2
High Falls of the Genesee River,0,0,0,0,0,0.490897267,0,0,0,0,0.428756034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312561273,0,0,0,0,0,0,0,0.052135942,0,0,0.000471698,3
High Line Park,0,0,0.011877065,0,0,0,0,0,0,0,0,0,0,0.104753919,0,0,0.016822866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005995737,0.000132203,0.003537736,2
High Tor Long Path Trail,0.018678225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001688314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064089013,0,0,0,0,0.025529915,0.025235849,2
High Tor via Long Path,0.166403378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058423555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189714,0,0,0,0.718467307,0,0,0,0.03559414,0.008857617,0.00495283,0
High and Low Tors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290671962,0,0,0,0,0,0,0,0,0,0,0.09419439,0,0,0,0,0,0,0.820988872,0,0,0,0.144146098,0,0,0,0,0.015893767,0.012264151,2
Highland Forest Main Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450241599,0.367579281,0,0,0,0,0,0,0,0,0,0,0.017855453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017480206,0.019811321,4
Highland Forest Nature Trail,0,0,0.008801832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320404858,0.366732939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002790957,0.00495283,4
Highland Loop (Yellow),0,0,0.015247152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263134411,0.108263418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004377396,0.003537736,4
Highland Reservoir Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039279944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800320168,0,0,0,0.04059465,0,0,0,0,0,0,0,0.10370121,0.001439546,0.003066038,2
Hither Hills Trail,0,0.163874087,0,0,0,0,0,0.056546765,0.372472284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16399227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006213552,0.018867925,5
Hodge Pond and Frick Pond Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086567958,0,0,0,0,0,0.158174591,0,0,0,0,0,0.46851178,0.291396938,0,0,0,0,0,0,0,0.044572038,0,0.01213332,0.015330189,3
Holley Canal Falls Trail,0,0,0,0,0,0,0,0,0,0.278110319,0,0,0,0,0,0,0,0,0,0.606784976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061296909,0,0,0,0.033396836,0,0,0,0,0.034091964,0,0.00038192,0.033018868,2
Holmes Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08071564,0,0,0,0,0,0,0,0.141140219,0,0,0,0,0,0,0,0.098897636,0.110606511,0,0,0,0,0.032504622,0,0,0,0,0.00606666,0.009669811,2
Home Trail,0,0.059294275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290848751,0.098372131,0,0.028502549,0,0,0,0,0,0,0.08768566,0,0,0,0,0,0,0,0,0,0.000719773,0.011320755,3
Hook Mountain and Nyack Beach Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114872608,0,0,0,0,0,0,0,0,0,0,0.029949251,0,0,0,0,0,0,0,0,0,0.190402225,0,0,0,0.017537265,0.014938966,0.013679245,2
Hook Mountain via Yellow Trail,0.063185658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018550103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144085437,0,0,0,0.560719448,0,0,0,0,0.004612424,0.001886792,0
Hopeland Trail,0,0,0,0,0,0,0,0.243837564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374796044,0.854743178,0,0,0,0,0,0,0,0,0,0.13182071,0,0,0,0,0.001777399,0.003773585,0
Hopkins Mountain via Mossy Cascade Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017375279,0,0,0,0,0,0,0,0,0,0,0.299042817,0.308488242,0,0,0,0,0,0,0,0,0,0.264498582,0,0,0,0,0.031464371,0.013443396,0
Hopkins Trail,0,0,0,0,0,0,0,0,0,0.252513959,0,0,0,0,0,0,0,0.666822835,0.232452087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149376923,0.059697108,0.039150943,4
Horizon Hill Section - Crescent Trail,0,0,0,0.285911896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203521312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018043666,0,0,0,0,0.005053102,0.004245283,2
Houghton Land Preserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611226053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208377757,0,0,0,0,0.002790957,0.003537736,2
Howland Island Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415334015,0.692328592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351073,0.009198113,2
Huckleberry Point Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097743938,0,0,0,0,0,0,0,0,0,0,0.264227462,0.374933938,0,0,0,0,0,0,0,0,0,0.401176997,0,0,0,0.061285506,0.016907326,0.010613208,0
Hudson Crossing Park,0,0.093312163,0,0,0,0,0,0,0.089072049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233204122,0,0,0,0,0,0.019812072,0,0,0,0.08721646,0,0,0,0,0,0,0,0,0,0.000661016,0.004009434,2
Hudson Highlands Overlook Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088393327,0,0,0,0,0,0,0,0,0,0,0.398467103,0,0,0,0.101497672,0.016334445,0.007783019,0
Hudson River Greenway  Battery Park to Riverside Park,0,0,0.002475051,0,0.107336915,0,0,0,0,0,0.032818503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001336722,0.024764151,2
Hudson Valley Rail Trail to Over the Hudson Walkway,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559336571,0,0,0.333685619,0,0.257303729,0,0.05902102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009151402,0.023820755,2
Hunter Island Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789150082,0.208763727,0.060500248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661016,0.004245283,2
Hunter Mountain via Becker Hollow Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005164702,0,0,0,0,0,0,0,0,0,0,0,0,0.054938611,0,0,0,0,0,0,0,0,0,0,0.200669959,0,0,0,0,0.032903918,0.011084906,2
Hunter Mountain via Spruceton Horse Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236675401,0,0,0,0,0,0,0,0,0,0,0.06429084,0,0,0,0,0,0,0,0,0,0,0.078685011,0,0,0,0.216332132,0.030303921,0.021462264,2
